event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
0,rent increase,cm81london-motorcycle-museum-museums,sold-at-auction,,Greenford,Museums buying from LMM auction,Transport-Cars_and_motorbikes,cm81london-motorcycle-museum-museums,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,1000.0,,organisation,,250.0,,,['cm81london-motorcycle-museum-museums'],Unaccredited,mm.musa.204,museummm.musa.204,organisation,Unaccredited,museum,cm81,financial - costs - other,Greenford,lmm-museums,,event457,event458,Transport,London Motorcycle Museum,England,London (English Region),museum,['motorcycle'],,Independent-Not_for_profit,,UB6 9LB,,,small,10.0,England,sold,organisation,Transport,museum,,,museum,unknown,,True,True,,London (English Region),museum,2019-10,Independent,London Motorcycle Museum
0,rent increase,cm81london-motorcycle-museum-remainder,sold,,Greenford,unknown actor 459,Transport-Cars_and_motorbikes,cm81london-motorcycle-museum-remainder,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,1000.0,,organisation,,250.0,,,['cm81london-motorcycle-museum-remainder'],Unaccredited,mm.musa.204,museummm.musa.204,organisation,Unaccredited,museum,cm81,financial - costs - other,Greenford,unknown_actor_459,,,event459,Transport,London Motorcycle Museum,England,London (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,UB6 9LB,,,small,10.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,London (English Region),museum,2020,Independent,London Motorcycle Museum
0,deficit and liquidation,cm82yorkshire-waterways-gemini,direct sale,,Goole,unknown actor 461,Transport-Canals,cm82yorkshire-waterways-gemini,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-gemini'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_461,,,event461,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['boat'],,Independent-Not_for_profit,Yorkshire Cobbler Gemini,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2021-07/2022-06,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-tug,direct sale,,Goole,unknown actor 462,Transport-Canals,cm82yorkshire-waterways-tug,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-tug'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_462,,,event462,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['tug'],,Independent-Not_for_profit,Wheldale,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2019-12-06 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-barges,direct sale,,Goole,unknown actor 463,Transport-Canals,cm82yorkshire-waterways-barges,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,1000.0,,organisation,,250.0,,,['cm82yorkshire-waterways-barges'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_463,,,event463,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['barge'],,Independent-Not_for_profit,Coal barges aka Tom Puddings,DN14 5TB,,,small,10.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2019-12-06 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-waterstart,direct sale,,Goole,unknown actor 464,Transport-Canals,cm82yorkshire-waterways-waterstart,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-waterstart'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_464,,,event464,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['narrowboat'],,Independent-Not_for_profit,Waterstart,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2019-06-06 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-louise,direct sale,,Goole,unknown actor 465,Transport-Canals,cm82yorkshire-waterways-louise,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-louise'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_465,,,event465,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['tour boat'],,Independent-Not_for_profit,Telethon Louise,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2019-06-19 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-chapple-2,sent-to-auction,,Goole,unknown actor 466,Transport-Canals,cm82yorkshire-waterways-chapple-2,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,1000.0,,organisation,,250.0,,,['cm82yorkshire-waterways-chapple-2'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_466,,,event466,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['painting'],,Independent-Not_for_profit,Reuben Chapple paintings,DN14 5TB,,,small,10.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2021-05-25 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-chapple-1,sent-to-auction,,Goole,unknown actor 467,Transport-Canals,cm82yorkshire-waterways-chapple-1,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-chapple-1'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_467,,,event467,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['painting'],,Independent-Not_for_profit,Reuben Chapple painting,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2021-10-13 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-book,sent-to-auction,,Goole,unknown actor 468,Transport-Canals,cm82yorkshire-waterways-book,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-book'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_468,,,event468,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['guestbook'],,Independent-Not_for_profit,Visitors' book with Royal signatures,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2020-10-13 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-loans,loans-returned,,Goole,unknown actor 469,Transport-Canals,cm82yorkshire-waterways-loans,Independent-Not_for_profit,third,,place1,,small,loan,False,third,museum,NA,2019,Independent,,some,4000.0,2019,organisation,,1250.0,,,['cm82yorkshire-waterways-loans'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_469,,,event469,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,DN14 5TB,,2020,small,100.0,England,returned,,Transport,,,,actor,unknown,,False,True,England,Yorkshire and The Humber (English Region),museum,,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-truck,direct sale,,Goole,unknown actor 470,Transport-Canals,cm82yorkshire-waterways-truck,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,few,,,organisation,,,,,['cm82yorkshire-waterways-truck'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_470,,,event470,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,['truck'],,Independent-Not_for_profit,,DN14 5TB,,,small,,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2019-07-02 00:00:00,Independent,Yorkshire Waterways Museum
0,deficit and liquidation,cm82yorkshire-waterways-misc,direct sale,,Goole,unknown actor 471,Transport-Canals,cm82yorkshire-waterways-misc,Independent-Not_for_profit,third,,place1,,small,collection,False,third,museum,NA,2019,Independent,,some,4000.0,,organisation,,1250.0,,,['cm82yorkshire-waterways-misc'],Accredited,mm.domus.YH082,museummm.domus.YH082,organisation,Accredited,museum,cm82,financial - insolvency - other,Goole,unknown_actor_471,,,event471,Transport,Yorkshire Waterways Museum,England,Yorkshire and The Humber (English Region),museum,"['miscellaneous', 'office equipment']",,Independent-Not_for_profit,Included unspecified museum exhibits and other items,DN14 5TB,,,small,100.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2019-11-27 00:00:00,Independent,Yorkshire Waterways Museum
0,unknown,cm83grays-museum,transferred,NA,Strabane,Tower Museum,Industry_and_manufacture-Print,cm83grays-museum,Local_Authority,public,Northern Ireland,place2168,BT48 6LU,small,collection,False,public,museum,NA,2018,Local_Authority,,all,10000.0,,organisation,Derry,5000.0,,,['cm83grays-museum'],Unaccredited,mm.domus.NI034,museummm.domus.NI034,organisation,Unaccredited,museum,cm83,unknown - other - other,Strabane,tower-museum,,,event473,Industry_and_manufacture,Grays Museum,Northern Ireland,Northern Ireland,museum,['miscellaneous'],,Local_Authority,,BT82 8AU,,,small,1000.0,Northern Ireland,free-transfer,organisation,Industry_and_manufacture,museum,,Local_Authority,museum,public,Local_Authority,True,True,Northern Ireland,Northern Ireland,museum,2018,Local_Authority,Grays Museum
0,insufficient revenue?,cm84dgpe-loans,loans-returned,,Derby,unknown actor 475,Transport-Cars_and_motorbikes,cm84dgpe-loans,Unknown,unknown,,place1,,small,loan,False,unknown,museum,Leicestershire,2018,Unknown,,half,6000.0,,organisation,,2500.0,,,['cm84dgpe-loans'],Unaccredited,mm.musa.115,museummm.musa.115,organisation,Unaccredited,museum,cm84,financial - costs - low revenue,Derby,unknown_actor_475,,,event475,Transport,Donington Grand Prix Exhibition,England,East Midlands (English Region),museum,"['racing automobile', 'military vehicle']",,Unknown,,DE74 2RP,,,small,400.0,England,returned,,Transport,,,,actor,unknown,,False,True,England,East Midlands (English Region),museum,2018,Unknown,Donington Grand Prix Exhibition
0,insufficient revenue?,cm84dgpe-collection,sold,,Derby,unknown actor 476,Transport-Cars_and_motorbikes,cm84dgpe-collection,Unknown,unknown,,place1,,small,collection,False,unknown,museum,Leicestershire,2018,Unknown,,half,6000.0,,organisation,,2500.0,,,['cm84dgpe-collection'],Unaccredited,mm.musa.115,museummm.musa.115,organisation,Unaccredited,museum,cm84,financial - costs - low revenue,Derby,unknown_actor_476,,,event476,Transport,Donington Grand Prix Exhibition,England,East Midlands (English Region),museum,"['racing automobile', 'military vehicle']",,Unknown,,DE74 2RP,,,small,400.0,England,sold,,Transport,,,,actor,unknown,,True,True,England,East Midlands (English Region),museum,2018,Unknown,Donington Grand Prix Exhibition
0,premises repurposed,cm85gfm-all,transferred,Gloucestershire,Gloucester,Museum Of Gloucester,Local_Histories,cm85gfm-all,Local_Authority,public,England,place2023,GL1 1HP,medium,collection,False,public,museum,Gloucestershire,2018,Local_Authority,,all,50000.0,,organisation,Gloucester,30000.0,,,['cm85gfm-all'],Accredited,mm.domus.SW066,museummm.domus.SW066,organisation,Accredited,museum,cm85,loss of premises - change of use - other,Gloucester,museum-of-gloucester,,,event478,Local_Histories,Gloucester Folk Museum,England,South West (English Region),museum,['miscellaneous'],,Local_Authority,,GL1 2PG,,,medium,10000.0,England,free-transfer,organisation,Local_Histories,museum,,Local_Authority,museum,public,Local_Authority,True,True,England,South West (English Region),museum,2018/..,Local_Authority,Gloucester Folk Museum
0,unknown,cm86nelson-museum-all,stored,,Great Yarmouth,,Personality-Other,cm86nelson-museum-all,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,Norfolk,2019,Independent,,all,10000.0,,organisation,,5000.0,,,['cm86nelson-museum-all'],Accredited,mm.domus.SE605,museummm.domus.SE605,organisation,Accredited,museum,cm86,unknown - other - other,Great Yarmouth,,,,event480,Personality,The Nelson Museum,England,East of England (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,NR30 2RG,,,small,1000.0,England,stored,,Personality,,,,,,,False,False,,East of England (English Region),museum,2019,Independent,The Nelson Museum
0,insufficient revenue?,cm87howden-heritage-centre,stored,,Goole,,Local_Histories,cm87howden-heritage-centre,Independent-Not_for_profit,third,,,,unknown,collection,False,third,museum,NA,2018,Independent,,all,50000.0,,organisation,,30000.0,,,['cm87howden-heritage-centre'],Unaccredited,mm.New.58,museummm.New.58,organisation,Unaccredited,museum,cm87,financial - costs - low revenue,Goole,,,,event482,Local_Histories,Howden Heritage Centre,England,Yorkshire and The Humber (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,DN14 7BL,,,unknown,10000.0,England,stored,,Local_Histories,,,,,,,False,False,,Yorkshire and The Humber (English Region),museum,2018,Independent,Howden Heritage Centre
0,owner(s) retired from museum work,cm88todmorden-toy-all,sold,,Todmorden,unknown actor 484,Leisure_and_sport-Toys_and_models,cm88todmorden-toy-all,Private,private,,place1,,small,collection,False,private,museum,NA,2018,Private,,all,10000.0,,organisation,,5000.0,,,['cm88todmorden-toy-all'],Unaccredited,mm.wiki.386,museummm.wiki.386,organisation,Unaccredited,museum,cm88,life events - retirement - retirement of owner,Todmorden,unknown_actor_484,,,event484,Leisure_and_sport,Todmorden Toy & Model Museum,England,Yorkshire and The Humber (English Region),museum,"['toy', 'physical model']",,Private,,OL14 5AA,,,small,1000.0,England,sold,,Leisure_and_sport,,,,actor,unknown,,True,True,England,Yorkshire and The Humber (English Region),museum,2018/..,Private,Todmorden Toy & Model Museum
0,premises repurposed,cm89greenwich-heritage-all,stored,,London,,Local_Histories,cm89greenwich-heritage-all,Local_Authority,public,,,,medium,collection,False,public,museum,NA,2018,Local_Authority,,all,50000.0,,organisation,,30000.0,,,['cm89greenwich-heritage-all'],Accredited,mm.ace.399,greenwich-heritage,organisation,Accredited,museum,cm89,loss of premises - change of use - other,London,,,,event486,Local_Histories,Greenwich Heritage Centre,England,London (English Region),museum,['miscellaneous'],,Local_Authority,,SE18 4DX,,,medium,10000.0,England,stored,,Local_Histories,,,,,,,False,False,,London (English Region),museum,2018/2020,Local_Authority,Greenwich Heritage Centre
0,premises repurposed,cm89greenwich-heritage-displayed,moved,NA,London,Charlton House,Local_Histories,cm89greenwich-heritage-displayed,Local_Authority,public,England,place2749,SE7 8RE,medium,collection,False,public,museum,NA,2018,Local_Authority,,few,5000.0,,organisation,London,1500.0,,,['cm89greenwich-heritage-displayed'],Accredited,mm.ace.399,greenwich-heritage,organisation,Accredited,museum,cm89,loss of premises - change of use - other,London,charlton-house,,,event487,Local_Histories,Greenwich Heritage Centre,England,London (English Region),museum,['miscellaneous'],,Local_Authority,,SE18 4DX,,,medium,100.0,England,moved,organisation,Local_Histories,museum,,Local_Authority,museum,public,Local_Authority,False,True,England,London (English Region),museum,2018/..,Local_Authority,Greenwich Heritage Centre
